Date,Time,Power (FFT),Power (dBFS),Power (dBm),Tsys (K),Tsys0 (K),Tsource (K),Tb (K),Tsky (K),Sν (Jy),σTsys (K),σSsys (Jy),ΩA (sr),ΩS (sr),RA,Dec,l,b,Az,El,Vbcrs,Vlsr,Solar Flux (Jy),Air Temp (C),Sensor 1,Sensor 2,UTC,Az (Rot),El (Rot),Az Off (Rot),El Off (Rot),Unnamed: 32
2025-07-08,12:13:47.252,0.0001229437766596,-39.10546747843424,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,193.68316650390625,76.49978637695312,11.113588333129885,-1.063274383544922,0,10,0,0,2025-07-08T16:13:47.252Z,193.3999938964844,75.95999908447266,-0.1800000071525573,-0.5400000214576721,
2025-07-08,12:13:52.417,0.0001230872730957,-39.09113057454427,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,193.7642517089844,76.49573516845703,11.113487243652344,-1.063375473022461,0,10,0,0,2025-07-08T16:13:52.417Z,193.66000366210935,75.95999908447266,0.0,-0.5400000214576721,
2025-07-08,12:14:00.686,0.0001234936353284,-39.08520380655924,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,193.89389038085935,76.48921203613281,11.113324165344238,-1.0635385513305664,0,10,0,0,2025-07-08T16:14:00.686Z,194.07000732421875,75.94999694824219,0.1800000071525573,-0.5400000214576721,
2025-07-08,12:14:05.876,0.0001237075484823,-39.08543904622396,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,193.974853515625,76.48509979248047,11.113222122192385,-1.063640594482422,0,10,0,0,2025-07-08T16:14:05.876Z,194.27000427246097,75.94999694824219,0.3600000143051147,-0.5400000214576721,
2025-07-08,12:14:12.042,0.0001235284435097,-39.08163197835287,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,194.0881195068359,76.47930908203125,11.113079071044922,-1.0637836456298828,0,10,0,0,2025-07-08T16:14:12.042Z,194.6000061035156,75.94000244140625,0.5400000214576721,-0.5400000214576721,
2025-07-08,12:14:17.201,0.0001230796915479,-39.09180704752604,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,194.16896057128903,76.47514343261719,11.112977027893066,-1.0638856887817385,0,10,0,0,2025-07-08T16:14:17.201Z,194.82000732421875,75.94000244140625,0.7200000286102295,-0.5400000214576721,
2025-07-08,12:14:32.660,0.0001294936228077,-38.88212203979492,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,194.41123962402344,76.4625015258789,11.112671852111816,-1.0641908645629885,0,10,0,0,2025-07-08T16:14:32.660Z,195.1199951171875,76.11000061035156,0.7200000286102295,-0.3600000143051147,
2025-07-08,12:14:50.328,0.0001487846166128,-38.283714294433594,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,194.7014007568359,76.44706726074219,11.112305641174316,-1.0645570755004885,0,10,0,0,2025-07-08T16:14:50.328Z,195.36000061035156,76.2699966430664,0.7200000286102295,-0.1800000071525573,
2025-07-08,12:15:04.927,0.0001613768254173,-37.92533874511719,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,194.92665100097656,76.43484497070312,11.112019538879396,-1.0648431777954102,0,10,0,0,2025-07-08T16:15:04.927Z,195.6300048828125,76.44000244140625,0.7200000286102295,0.0,
2025-07-08,12:15:24.504,0.00014320477203,-38.446694691975914,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,195.2477874755859,76.41708374023438,11.111612319946287,-1.0652503967285156,0,10,0,0,2025-07-08T16:15:24.504Z,195.8999938964844,76.5999984741211,0.7200000286102295,0.1800000071525573,
2025-07-08,12:15:38.945,0.0001269193890038,-38.96593348185221,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,195.47210693359375,76.40442657470703,11.111327171325684,-1.065535545349121,0,10,0,0,2025-07-08T16:15:38.945Z,196.1699981689453,76.7699966430664,0.7200000286102295,0.3600000143051147,
2025-07-08,12:15:57.481,0.0001236962270922,-39.06128819783529,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,195.7759246826172,76.386962890625,11.110939979553224,-1.065922737121582,0,10,0,0,2025-07-08T16:15:57.481Z,196.4499969482422,76.93000030517578,0.7200000286102295,0.5400000214576721,
2025-07-08,12:16:13.023,0.0001233312796102,-39.093268076578774,,,,,,2.7304608821868896,,,,,,5.5755391120910645,22.01449966430664,184.6255340576172,-5.78435754776001,196.03118896484375,76.37199401855469,11.110614776611328,-1.0662479400634766,0,10,0,0,2025-07-08T16:16:13.023Z,196.7100067138672,77.0999984741211,0.7200000286102295,0.7200000286102295,
